Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,previsão
2019-01-03,12.544556681030658,12.878018879516874,12.393703994945913,12.806562423706056,3275400,0.0,0,12.284924
2019-01-04,12.798623415058207,12.798623415058207,12.48897828653555,12.69540786743164,3572400,0.0,0,12.567149
2019-01-07,12.70334718100463,12.774803630046344,12.4889778338795,12.623950958251951,1644300,0.0,0,12.515198
2019-01-08,12.687468247291203,12.711287569576276,12.465159872880273,12.536616325378418,2151500,0.0,0,12.452457
2019-01-09,12.496918263782035,12.758924752573485,12.47309969857696,12.584254264831545,2344400,0.0,0,12.339319
2019-01-10,12.61601293252168,12.981234222945462,12.473100023214553,12.782744407653809,6596600,0.0,0,12.364365
2019-01-11,12.846261993236366,13.290878786801386,12.790685083335392,13.140026092529297,4496400,0.0,0,12.563682
2019-01-14,13.362333381200592,13.433789830914794,13.084447356129475,13.378212928771973,6748300,0.0,0,12.941357
2019-01-15,13.386153303447468,13.576703339786588,13.020931264696353,13.100327491760254,2617900,0.0,0,13.209082
2019-01-16,13.100326214937304,13.21148001337892,12.878017103697148,12.98123264312744,3428900,0.0,0,13.033913
2019-01-17,12.925656094770202,13.640219059382932,12.925656094770202,13.53700351715088,4318700,0.0,0,12.9172945
2019-01-18,13.664037389113217,13.870466967126658,13.330575971964995,13.544943809509276,5445900,0.0,0,13.353505
2019-01-21,13.616401835223035,13.648160934448242,13.330577513982202,13.648160934448242,1924200,0.0,0,13.404937
2019-01-22,13.537004345528004,13.711676346345824,13.235300502667226,13.52906608581543,2499200,0.0,0,13.532672
2019-01-23,13.656099152978925,13.767252958885432,13.39409267165856,13.624340057373049,2405700,0.0,0,13.454999
2019-01-24,13.616399816868322,13.775192260742188,13.53700359493139,13.775192260742188,1764800,0.0,0,13.521967
2019-01-28,13.735495428603151,13.735495428603151,13.449671107362317,13.648160934448242,3492600,0.0,0,13.636307
2019-01-29,13.735495331727371,13.735495331727371,13.497308146647065,13.552885055541992,2417100,0.0,0,13.566484
2019-01-30,13.552884783356804,13.62434124031726,13.378214285429666,13.592583656311035,2653100,0.0,0,13.494176
2019-01-31,13.60846019201105,13.60846019201105,13.2591192346406,13.50524616241455,5321400,0.0,0,13.500772
2019-02-01,13.457609043018843,13.600520426930045,13.203540827010396,13.282937049865724,2956300,0.0,0,13.430679
2019-02-04,13.282938706273042,13.61640167236328,13.14002579018334,13.61640167236328,2809200,0.0,0,13.250781
2019-02-05,13.608461897651944,13.61640167236328,13.251181121784876,13.61640167236328,2162600,0.0,0,13.476674
2019-02-06,13.47348726945212,13.560823267281974,13.044750082852056,13.394092559814451,2476000,0.0,0,13.495032
