Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,previsão
2019-01-03,6.792686093337596,6.884348985157459,6.643131323840455,6.754091739654541,24256005,0.0,0.0,6.9350677
2019-01-04,6.82163016279458,6.874697989382807,6.6431291653059645,6.686548233032227,19497431,0.0,0.0,6.793318
2019-01-07,6.686548771434947,6.778211640851756,6.353668993961643,6.48875093460083,28401138,0.0,0.0,6.7435403
2019-01-08,6.488751162991866,6.556291788536145,6.2813031706066695,6.454980850219727,30549310,0.0,0.0,6.5466304
2019-01-09,6.5128720351499565,6.667251484367153,6.368141344902908,6.556291103363037,34730209,0.0,0.0,6.52306
2019-01-10,6.705847017360775,6.845753700132355,6.57558978957892,6.67207670211792,30855653,0.0,0.0,6.615705
2019-01-11,6.67207544189186,6.754089545065985,6.546642270991474,6.686548233032227,19626155,0.0,0.0,6.722144
2019-01-14,6.672075820485774,6.792684271646288,6.590062406963122,6.725142955780029,22209243,0.0,0.0,6.734906
2019-01-15,6.75891485397249,6.778212375341349,6.609360104821776,6.67207670211792,15023469,0.0,0.0,6.776179
2019-01-16,6.638305028239298,6.643129755251324,6.503223086480948,6.590062618255615,20487687,0.0,0.0,6.7230215
2019-01-17,6.551466909647538,6.826454826902429,6.536994117167628,6.783035755157471,21120293,0.0,0.0,6.647056
2019-01-18,6.816806448835783,6.869874283307146,6.6624276727219645,6.696197986602783,16348590,0.0,0.0,6.8359394
2019-01-21,6.758914282692552,6.802333354949951,6.623833033138526,6.802333354949951,10664348,0.0,0.0,6.739689
2019-01-22,6.797509630668123,6.922942820351185,6.725143581214529,6.787860870361328,19766801,0.0,0.0,6.8542624
2019-01-23,6.869874348897993,6.874699076244328,6.797509687450445,6.865050315856934,14356608,0.0,0.0,6.8320427
2019-01-24,6.865050351974845,6.990484237670898,6.836104070660372,6.990484237670898,22235501,0.0,0.0,6.9109535
2019-01-28,6.8988212667368325,6.913293365739123,6.710671482212239,6.787860870361328,20861033,0.0,0.0,7.0266204
2019-01-29,6.85057759482706,6.903644736060646,6.792685031890869,6.792685031890869,14869845,0.0,0.0,6.827095
2019-01-30,6.836105175171903,6.840929903323153,6.647955357686317,6.754091739654541,20575516,0.0,0.0,6.8481197
2019-01-31,6.768563602909306,6.8119826743073935,6.590062590325378,6.6817240715026855,24367073,0.0,0.0,6.8031263
2019-02-01,6.657604151396013,6.7347935453853,6.561116541027753,6.614184379577637,17647453,0.0,0.0,6.7348466
2019-02-04,6.60936050172331,6.61900926298716,6.450156982327767,6.561116695404053,13926671,0.0,0.0,6.6713586
2019-02-05,6.647953787958125,6.691372859540232,6.488750988360547,6.590062618255615,22852412,0.0,0.0,6.6202383
2019-02-06,6.551466926040466,6.570764445598784,6.329546839730266,6.334371566772461,20722500,0.0,0.0,6.6487956
2019-02-07,6.344020259984683,6.4694527471871455,6.204113591807512,6.406736850738525,19191843,0.0,0.0,6.389873
2019-02-08,6.401913744590577,6.512873455487792,6.300602100462403,6.464629650115967,22269455,0.0,0.0,6.479679
2019-02-11,6.474277459855552,6.580413121772599,6.228235824376073,6.3150739669799805,20690507,0.0,0.0,6.5212674
2019-02-12,6.3922633640690405,6.430858402780704,6.290952428908756,6.406736850738525,18365774,0.0,0.0,6.372199
2019-02-13,6.43085905434085,6.54181945472653,6.344020902746583,6.51287317276001,24096646,0.0,0.0,6.474803
2019-02-14,6.551467219626386,6.647954127436542,6.372966197170757,6.619008541107178,17878191,0.0,0.0,6.5677114
2019-02-15,6.614183497824996,6.705846368302385,6.551466906599186,6.6576032638549805,18629862,0.0,0.0,6.670566
2019-02-18,6.633481859931991,6.729968070983887,6.599710852897537,6.729968070983887,13010058,0.0,0.0,6.707616
2019-02-19,6.744442153435479,6.8168068181122194,6.744442153435479,6.758914947509766,13025450,0.0,0.0,6.7801714
2019-02-20,6.787860630781315,6.869874049036475,6.696197758254675,6.729968070983887,24265512,0.0,0.0,6.806196
2019-02-21,6.754091068527948,6.792685418376039,6.676901674526444,6.705847263336182,17345185,0.0,0.0,6.7793326
2019-02-22,6.7492653149129405,6.811982599281359,6.6961974844214,6.77821159362793,17391513,0.0,0.0,6.758499
2019-02-25,6.80233414306271,6.884348264297768,6.754091032434077,6.879524230957031,14679852,0.0,0.0,6.828692
2019-02-26,6.831279765044454,6.961536984304762,6.807158212064082,6.922942638397217,13163078,0.0,0.0,6.92173
2019-02-27,6.922943259120938,7.22687679797956,6.865050693610994,7.086970806121826,24770449,0.0,0.0,6.961384
2019-02-28,7.086969632195873,7.086969632195873,6.918117385552814,6.947062969207764,13512732,0.0,0.0,7.1185193
2019-03-01,6.9904837427377045,6.9904837427377045,6.7540901701976495,6.783035755157471,14197400,0.0,0.0,6.978861
2019-03-06,6.754090116239795,6.845752986027548,6.66725197344362,6.6817240715026855,7690560,0.0,0.0,6.8328342
2019-03-07,6.667252550865768,6.691373410691771,6.5611161852164885,6.643130302429199,16475956,0.0,0.0,6.7388573
2019-03-08,6.63348179300742,6.836103667338457,6.599710786313676,6.802333354949951,13143913,0.0,0.0,6.7008705
2019-03-11,6.821631004991255,6.966361711483986,6.811982939243306,6.922942638397217,10231997,0.0,0.0,6.8526654
2019-03-12,6.922942637632479,7.101443657139063,6.889172324602639,7.048375129699707,14518381,0.0,0.0,6.9598694
2019-03-13,7.072496713152093,7.140037332872353,6.937414779406388,7.091793537139893,11850634,0.0,0.0,7.079632
2019-03-14,7.082145832347128,7.096619320374197,6.995307681405862,7.0532002449035645,7690711,0.0,0.0,7.119676
2019-03-15,7.101442813873291,7.226875291045952,7.077321263759914,7.101442813873291,21253846,0.0,0.0,7.0849657
2019-03-18,7.130388464376289,7.226875360056331,7.048374360041443,7.1786322593688965,8714469,0.0,0.0,7.134012
2019-03-19,7.2075778434472,7.22205063340102,7.1110909570431495,7.154510021209717,8117478,0.0,0.0,7.205926
2019-03-20,7.149686171460083,7.149686171460083,6.956712374996449,6.961536407470703,10014992,0.0,0.0,7.1790915
2019-03-21,6.990483550765539,7.000131615950373,6.705846187267095,6.826454639434815,18322161,0.0,0.0,6.997164
2019-03-22,6.734792827192594,6.893996325864913,6.633481888567617,6.647953987121582,15995768,0.0,0.0,6.8766804
2019-03-25,6.619007921054609,6.83610326971418,6.619007921054609,6.821630477905273,9961420,0.0,0.0,6.703321
2019-03-26,6.850577947996661,6.937416102572455,6.734793510460497,6.879524230957031,11929709,0.0,0.0,6.8762712
2019-03-27,6.778213046449218,6.79268584175616,6.401914119720459,6.401914119720459,36227516,0.0,0.0,6.9177594
2019-03-28,6.392263524560709,6.623833068339527,6.295776619664259,6.570764541625977,17270485,0.0,0.0,6.445448
2019-03-29,6.657604152449737,6.749266340856111,6.604535619586135,6.705847263336182,13583507,0.0,0.0,6.6485395
2019-04-01,6.7058471350808935,6.826455604295582,6.52252206746908,6.701023101806641,16734310,0.0,0.0,6.751942
2019-04-02,6.749266073056691,6.749266073056691,6.51287317276001,6.51287317276001,15292387,0.0,0.0,6.747855
2019-04-03,6.585237801138688,6.816805948306339,6.546642762791471,6.60453462600708,20364547,0.0,0.0,6.567808
2019-04-04,6.681724222767817,6.802333374319796,6.609359565002915,6.744441509246826,10826574,0.0,0.0,6.668845
2019-04-05,6.768563528361482,6.869873768100908,6.628656861724972,6.77821159362793,15391080,0.0,0.0,6.7922196
2019-04-08,6.826455037865229,7.096618930744294,6.826455037865229,6.922942638397217,19760916,0.0,0.0,6.8221545
2019-04-09,6.927766853351949,6.9567131342723325,6.734793035826591,6.787860870361328,10782509,0.0,0.0,6.964442
2019-04-10,6.922943008268794,7.135213657864385,6.922943008268794,7.077322483062744,29904029,0.0,0.0,6.828277
2019-04-11,6.937415757381207,7.009781114028726,6.826455358706935,6.976010799407959,16530132,0.0,0.0,7.115072
2019-04-12,6.879524110581609,6.971186296894268,6.710671837725273,6.758914947509766,19066438,0.0,0.0,7.003017
2019-04-15,6.85057759482706,6.893996669876562,6.676901294629051,6.792685031890869,13486474,0.0,0.0,6.8068614
2019-04-16,6.763738801423043,6.903644079449123,6.754090041851379,6.77821159362793,11153893,0.0,0.0,6.8490825
2019-04-17,6.826455005809682,6.884347565857023,6.61418367424659,6.647953987121582,19123481,0.0,0.0,6.82549
2019-04-18,6.686549273235818,6.850577505101378,6.58523833088233,6.797509670257568,12567294,0.0,0.0,6.700188
2019-04-22,6.778211130836145,6.956712129266689,6.676900203708648,6.903643608093262,14060074,0.0,0.0,6.8515105
2019-04-23,6.932590600185418,7.0628478044470375,6.893995564416715,6.995306491851807,12498631,0.0,0.0,6.9418526
2019-04-24,7.009782117571008,7.009782117571008,6.821632302212399,6.893997669219971,10089842,0.0,0.0,7.029992
2019-04-25,6.893997393739035,7.024254632564415,6.826456063221711,7.009781837463379,9258642,0.0,0.0,6.931905
2019-04-26,6.980833700591127,7.058023077823364,6.927765873561745,6.995306491851807,7231499,0.0,0.0,7.0507646
2019-04-29,7.043552482187127,7.0676747342145685,6.908470509193924,6.971187114715576,7961892,0.0,0.0,7.028518
2019-04-30,6.995307444371791,7.1110925674438485,6.922942783909652,7.111092567443848,12826554,0.0,0.0,7.0099382
2019-05-02,7.019430289347077,7.212404816579341,6.98565997273066,7.115917205810547,11942687,0.0,0.0,7.143234
2019-05-03,7.120741157312038,7.202754576067734,6.980834484100342,6.980834484100342,15834598,0.0,0.0,7.1413975
2019-05-06,6.981233380232348,7.0061305838928485,6.856745928667301,6.976253509521484,10309564,0.298724,0.0,7.0160484
2019-05-07,6.9812311890935135,7.28497884165827,6.881641689077537,6.926456928253174,30066858,0.0,0.0,7.0190053
2019-05-08,7.0210669230984095,7.070862034003336,6.946374615056564,6.956333637237549,9363825,0.0,0.0,6.9669404
2019-05-09,6.951355840834748,6.976253042829695,6.876663518218682,6.916499614715576,6429424,0.0,0.0,6.9979334
2019-05-10,6.921478038282907,6.941395367798958,6.796991324809634,6.861723899841309,8603401,0.0,0.0,6.9565506
2019-05-13,6.72229990273294,6.792012356874163,6.587853431701659,6.58785343170166,15605520,0.0,0.0,6.906789
2019-05-14,6.672503987580819,6.737237280144675,6.557976295587015,6.662545680999756,11550629,0.0,0.0,6.639328
2019-05-15,6.562955102367313,6.622708521854625,6.4036114560159465,6.513160705566406,12779169,0.0,0.0,6.727772
2019-05-16,6.513161000066011,6.567935269002359,6.304022230826182,6.323940277099609,24215410,0.0,0.0,6.5658927
2019-05-17,6.348837911838185,6.488263528678636,6.194474834215432,6.219371318817139,18963670,0.0,0.0,6.38944
2019-05-20,6.249248584592608,6.597812279216547,6.244269430843684,6.572915077209473,22807139,0.0,0.0,6.2898526
2019-05-21,6.657566420748207,6.916499614715577,6.572915074007916,6.916499614715576,22759000,0.0,0.0,6.632541
2019-05-22,6.971273794559575,6.99617099621694,6.782053055396195,6.881643295288086,12609700,0.0,0.0,6.9444876
2019-05-23,6.811929362643713,6.916498744475437,6.782052294030202,6.836827278137207,10913647,0.0,0.0,6.912664
2019-05-24,6.891602265673816,6.936417514960983,6.672504456247029,6.722299575805664,21438557,0.0,0.0,6.8831987
2019-05-27,6.821888427263329,6.86172380236066,6.752175983369645,6.826867580413818,7902434,0.0,0.0,6.7729497
2019-05-28,6.821890186870464,7.055925494563375,6.727279802927547,6.9712748527526855,25112859,0.0,0.0,6.8785725
2019-05-29,6.9463749068280825,7.185390015949011,6.921477708645394,7.120657444000244,15522219,0.0,0.0,7.007608
2019-05-30,7.120656623569492,7.354691119479016,7.105717733076222,7.270040512084961,15590731,0.0,0.0,7.14672
2019-05-31,7.27004067526041,7.444323196263773,7.220245566883585,7.34971284866333,24268379,0.0,0.0,7.2984715
2019-06-03,7.3696307752719505,7.489139045104319,7.319835662841797,7.319835662841797,16082992,0.0,0.0,7.380905
2019-06-04,7.369631798684638,7.454283143255785,7.255104099137608,7.419426918029785,17335677,0.0,0.0,7.350588
2019-06-05,7.434365167793118,7.464242239690665,7.329796491098522,7.3447346687316895,9945122,0.0,0.0,7.458911
2019-06-06,7.419425980547076,7.638523044719269,7.404487088315535,7.593707084655762,18973781,0.0,0.0,7.3749814
2019-06-07,7.623586034309925,7.837703261586972,7.48416041308201,7.543913841247559,22059090,0.0,0.0,7.639454
2019-06-10,7.603666728747013,7.603666728747013,7.28000028952878,7.319835662841797,19100543,0.0,0.0,7.5774274
2019-06-11,7.379590148274696,7.568810867865804,7.319836010520301,7.469220638275146,21243886,0.0,0.0,7.349493
2019-06-12,7.459261933866467,7.479179980635205,7.255103746064824,7.275021076202393,13121730,0.0,0.0,7.5164404
2019-06-13,7.34971423945798,7.469221088914678,7.31983645214703,7.359672546386719,14353137,0.0,0.0,7.297565
2019-06-14,7.374611718477983,7.494118572446781,7.230206229722531,7.235186100006103,14814914,0.0,0.0,7.4021177
2019-06-17,7.235185732717053,7.3347752503896,7.145555238474876,7.3248162269592285,10414143,0.0,0.0,7.259992
2019-06-18,7.37959026280735,7.434364531616749,7.225226479492788,7.265061855316162,15342337,0.0,0.0,7.3638906
2019-06-19,7.230204426277619,7.270040512084961,7.1604919927458015,7.270040512084961,9931691,0.0,0.0,7.2926073
2019-06-21,7.29991849065515,7.414446176747734,7.2949393376211775,7.339754581451416,18906627,0.0,0.0,7.303816
2019-06-24,7.394529748220888,7.489140117064712,7.299919379377064,7.3546929359436035,13844729,0.0,0.0,7.3750753
2019-06-25,7.349714813284613,7.379591169665782,7.095760767625992,7.165473937988281,13900715,0.0,0.0,7.3878584
