Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,previsão
2019-01-03,13.642332504240017,14.061816024050316,13.523782719328924,14.043577194213867,9621000,0.0,0.0,13.341108
2019-01-04,13.952384396347536,14.495888779221575,13.8611919947362,14.225960731506348,10523000,0.0,0.0,13.683043
2019-01-07,14.043576628196265,14.43205533917259,14.043576628196265,14.317152976989746,5744000,0.0,0.0,13.881107
2019-01-08,14.348159892189011,14.439351436637413,14.216843268082034,14.353631019592283,6559000,0.0,0.0,14.06605
2019-01-09,14.308033380634846,14.581609725952148,14.25696605128035,14.581609725952148,6111500,0.0,0.0,14.142662
2019-01-10,14.681921048419758,14.955496514801643,14.638148556354562,14.771288871765137,8517500,0.0,0.0,14.256257
2019-01-11,14.672802028415113,14.8606570942779,14.652740360409028,14.833300590515137,6973000,0.0,0.0,14.459844
2019-01-14,14.831477456893213,15.325738284246802,14.727518210155072,15.176183700561523,7829500,0.0,0.0,14.638992
2019-01-15,15.163415940974716,15.256431187980318,14.964616874899482,15.24001693725586,6720000,0.0,0.0,14.828463
2019-01-16,15.150649108261192,15.272845438704778,15.068576115288394,15.24001693725586,7571500,0.0,0.0,14.978096
2019-01-17,15.227248378989469,15.480762165201533,15.075869242911688,15.232720375061035,7665500,0.0,0.0,15.061909
2019-01-18,15.227249674312873,15.334856329672409,14.99379753470394,15.101404190063477,9365500,0.0,0.0,15.070726
2019-01-21,15.048513736411229,15.433343278337498,14.831475851172868,15.347622871398926,4610500,0.0,0.0,15.033304
2019-01-22,15.4023386344338,15.469821956633076,14.902605831168836,14.95549774169922,5379000,0.0,0.0,15.060772
2019-01-23,15.090462319957185,15.285612228118168,15.01386132389303,15.137882232666016,6550500,0.0,0.0,15.002752
2019-01-24,15.1925987499162,15.416931506897134,15.114173166047127,15.31844425201416,7084000,0.0,0.0,14.979612
2019-01-28,15.389572124145788,15.655852782394668,15.276495203905554,15.338504791259766,5390500,0.0,0.0,15.012612
2019-01-29,15.444288572075193,15.79446506500244,15.444288572075193,15.79446506500244,4421500,0.0,0.0,15.10305
2019-01-30,15.809055799326366,16.23218585508972,15.69597714489326,16.049802780151367,9803500,0.0,0.0,15.362839
2019-01-31,16.195708615672583,16.22853711425439,15.94584224056558,16.077157974243164,14482000,0.0,0.0,15.693617
2019-02-01,16.088104248046875,16.250425664153262,15.9349022471398,16.088104248046875,4982500,0.0,0.0,15.925897
2019-02-04,16.06074732516688,16.1409974897898,15.920312146102884,16.040685653686523,3478500,0.0,0.0,15.996212
2019-02-05,15.927605025212424,16.013325437387735,15.695977454468473,15.84188461303711,6830000,0.0,0.0,15.989734
2019-02-06,15.69415322918064,15.830942715350831,15.637615638926304,15.76893138885498,5509000,0.0,0.0,15.911482
