Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-02:00,5.41546670755517,5.597847938537598,5.41546670755517,5.597847938537598,886252.0,0.0,0.0
2010-01-05 00:00:00-02:00,5.583977439577977,5.600235821277723,5.457520156236515,5.520749092102051,555316.0,0.003871,0.0
2010-01-06 00:00:00-02:00,5.491843051259143,5.5514586713194225,5.453906052453314,5.488229751586914,249311.0,0.0,0.0
2010-01-07 00:00:00-02:00,5.4539055225554405,5.481003208101251,5.4015165069297,5.475583553314209,503063.0,0.0,0.0
2010-01-08 00:00:00-02:00,5.47378289054311,5.50991356777277,5.4015221244738045,5.482815265655518,375675.0,0.0,0.0
2010-01-11 00:00:00-02:00,5.475583766314561,5.529779727903809,5.392483762589254,5.464745044708252,459690.0,0.0,0.0
2010-01-12 00:00:00-02:00,5.437648673519199,5.509909980937937,5.396098362914462,5.491844654083252,343913.0,0.0,0.0
2010-01-13 00:00:00-02:00,5.491844903881834,5.527975559234619,5.4322298521004315,5.527975559234619,945677.0,0.0,0.0
2010-01-14 00:00:00-02:00,5.490039964239345,5.500879281320007,5.387067628752674,5.455715656280518,563171.0,0.0,0.0
2010-01-15 00:00:00-02:00,5.437648180627859,5.450293849440918,5.302158535693894,5.332869529724121,568977.0,0.0,0.0
2010-01-18 00:00:00-02:00,5.352745687287795,5.4051353507463675,5.352745687287795,5.383456707000732,145488.0,0.0,0.0
2010-01-19 00:00:00-02:00,5.365386870402844,5.509909471888158,5.3364828208174435,5.471972465515137,5279265.0,0.0,0.0
2010-01-20 00:00:00-02:00,5.442888798842068,5.442888798842068,5.186542682548158,5.3017988204956055,1117712.0,0.0,1.1
2010-01-21 00:00:00-02:00,5.3256444145274235,5.335580551007161,5.083208450640679,5.18654203414917,438702.0,0.0,0.0
2010-01-22 00:00:00-02:00,5.142821726038502,5.246155261993408,5.077244549907822,5.246155261993408,713783.0,0.0,0.0
2010-01-26 00:00:00-02:00,5.166667383514798,5.264039358003278,5.069295997415724,5.246155261993408,360772.0,0.0,0.0
2010-01-27 00:00:00-02:00,5.224297501405939,5.224297501405939,5.087181548460275,5.146797180175781,368845.0,0.0,0.0
2010-01-28 00:00:00-02:00,5.24615817038966,5.24615817038966,5.079234356789534,5.184555530548096,12473359.0,0.0,0.0
2010-01-29 00:00:00-02:00,5.2123752858967185,5.226285406264529,5.067311341225961,5.107054710388184,358288.0,0.0,0.0
2010-02-01 00:00:00-02:00,5.1070538482274745,5.1865411615227375,5.103079276626359,5.166668891906738,330035.0,0.0,0.0
2010-02-02 00:00:00-02:00,5.201107603184818,5.262741550563021,5.177248636325297,5.226953983306885,285948.0,0.004258,0.0
2010-02-03 00:00:00-02:00,5.224966825297411,5.266718998544242,5.15935685602703,5.24484920501709,175108.0,0.0,0.0
2010-02-04 00:00:00-02:00,5.224964471703196,5.224964471703196,5.032110067067523,5.087779998779297,426593.0,0.0,0.0
