Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-02:00,16.97230402907978,17.492758480148684,16.75583260170757,17.405248641967773,953438,0.0,0
2010-01-05 00:00:00-02:00,17.4881545249853,17.501971777203305,17.188779554832667,17.26247215270996,678554,0.0,0
2010-01-06 00:00:00-02:00,17.40985448794125,17.45591257846617,17.041393280029297,17.041393280029297,1098235,0.0,0
2010-01-07 00:00:00-02:00,17.01836293142459,17.437488555908203,16.788074242684825,17.437488555908203,770515,0.0,0
2010-01-08 00:00:00-02:00,17.41446120439714,18.146780815991082,17.1381144133618,17.73225975036621,687060,0.0,0
2010-01-11 00:00:00-02:00,18.008607144274325,18.008607144274325,17.313134685879472,17.455913543701172,866680,0.0,0
2010-01-12 00:00:00-02:00,17.069029683532968,17.40064551084015,17.0506060936426,17.29471206665039,552369,0.0,0
2010-01-13 00:00:00-02:00,17.271684727447703,17.571059726361575,16.91703895620809,17.460521697998047,1347602,0.0,0
2010-01-14 00:00:00-02:00,17.77371074114758,17.902674095144068,17.1795654296875,17.1795654296875,751603,0.0,0
2010-01-15 00:00:00-02:00,17.04139360715479,17.156537956605543,16.576208114624023,16.576208114624023,785225,0.0,0
2010-01-18 00:00:00-02:00,16.631478789291446,16.71898863505244,16.27222673312923,16.580814361572266,801236,0.0,0
2010-01-19 00:00:00-02:00,16.244592934556938,17.29471112923034,16.244592934556938,17.133508682250977,747200,0.0,0
2010-01-20 00:00:00-02:00,17.962552070994413,18.008608409157233,16.566998961290185,16.903221130371094,2285830,0.0,0
2010-01-21 00:00:00-02:00,17.032183180164168,17.667782112400833,16.880193392428243,17.59408950805664,2176557,0.0,0
2010-01-22 00:00:00-02:00,17.635538892605016,20.076603665214368,17.630932556034047,19.344284057617188,7949823,0.0,0
2010-01-26 00:00:00-02:00,19.34428481574095,19.431794665156538,18.243502192918818,18.61196517944336,2894538,0.0,0
2010-01-27 00:00:00-02:00,18.6027541937265,18.607358772316783,17.985578913400094,18.100723266601562,2753343,0.0,0
2010-01-28 00:00:00-02:00,18.21586765133179,18.335618341474603,17.548029698349836,17.778318405151367,3726095,0.0,0
2010-01-29 00:00:00-02:00,18.123754653114506,18.584333905871976,17.870437734334796,18.44155502319336,5358188,0.0,0
2010-02-01 00:00:00-02:00,14.914446763202337,15.009698680209937,14.132377888379875,14.383041381835938,3746208,3.252271,0
2010-02-02 00:00:00-02:00,14.423146427692888,14.538451882518972,14.217602919709798,14.287788391113281,1890566,0.0,0
2010-02-03 00:00:00-02:00,14.378028272989786,14.398081812803444,13.636066436767578,13.636066436767578,1782793,0.0,0
2010-02-04 00:00:00-02:00,13.691211824329883,13.691211824329883,12.558214607405027,12.613360404968262,3705781,0.0,0
2010-02-05 00:00:00-02:00,12.362697805802533,12.813890953835621,12.056888510578828,12.081954956054688,3119288,0.0,0
2010-02-08 00:00:00-02:00,12.322593373084857,12.43288498281758,11.88643984119845,12.036837577819824,1571152,0.0,0
2010-02-09 00:00:00-02:00,12.21230062729243,12.65848088860576,12.142114194133255,12.232353210449219,1938998,0.0,0
2010-02-10 00:00:00-02:00,12.422855810124783,12.518107723464368,12.207285539380873,12.33261775970459,760609,0.0,0
2010-02-11 00:00:00-02:00,12.3827523448136,12.513097499147708,12.142115578432604,12.407818794250488,882891,0.0,0
2010-02-12 00:00:00-02:00,12.38275277391819,12.38275277391819,12.142115999198309,12.19726276397705,571582,0.0,0
2010-02-17 00:00:00-02:00,12.402805167168042,12.63341514901945,12.382751626044849,12.392778396606445,996567,0.0,0
2010-02-18 00:00:00-02:00,12.427871974254273,12.583282616650639,12.292512959872058,12.533149719238281,1179990,0.0,0
2010-02-19 00:00:00-02:00,12.56824236967884,12.608348494423787,12.217314017371615,12.262434005737305,1164880,0.0,0
2010-02-22 00:00:00-03:00,12.357685210661032,12.427871647933133,11.926545557505712,11.981691360473633,1470985,0.0,0
