Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-02:00,5.211836554018967,5.23990723626159,5.127623614940198,5.202479362487793,1009000,0.0,0.0
2010-01-05 00:00:00-02:00,5.202478620329005,5.239906488763536,5.118265693263618,5.155694007873535,1073800,0.0,0.0
2010-01-06 00:00:00-02:00,5.146336817677209,5.267977613177127,5.136979627480883,5.155694007873535,2033100,0.0,0.0
2010-01-07 00:00:00-02:00,5.165051431402934,5.221193241440685,5.080838493258586,5.127623558044434,1070800,0.0,0.0
2010-01-08 00:00:00-02:00,5.127623957028932,5.165051833299725,5.005983136061115,5.015340328216553,1015000,0.0,0.0
2010-01-11 00:00:00-02:00,5.052767193158403,5.090195061937878,4.912412462147678,4.959197521209717,1734300,0.0,0.0
2010-01-12 00:00:00-02:00,4.949840879953385,5.071481690066523,4.884341879236593,5.052767753601074,1629300,0.0,0.0
2010-01-13 00:00:00-02:00,5.052767210130952,5.099551823174752,4.968554282006562,4.977911472320557,948400,0.0,0.0
2010-01-14 00:00:00-02:00,5.024697303771973,5.136980937714525,4.959198740393234,5.024697303771973,1308100,0.0,0.0
2010-01-15 00:00:00-02:00,5.024697303771973,5.024697303771973,4.921770862412383,5.024697303771973,717600,0.0,0.0
2010-01-18 00:00:00-02:00,4.9966254067731555,5.118265757627351,4.977911472320557,4.977911472320557,2059400,0.0,0.0
2010-01-19 00:00:00-02:00,5.0153395897645145,5.034053525144495,4.959197783624571,5.005982398986816,598000,0.0,0.0
2010-01-20 00:00:00-02:00,4.959197621734178,4.959197621734178,4.772057827868032,4.818842887878418,1148600,0.0,0.0
2010-01-21 00:00:00-02:00,4.818842941566819,4.8562708115219655,4.6223464012146,4.6223464012146,3398800,0.0,0.0
2010-01-22 00:00:00-02:00,4.594276294993904,4.800130071595447,4.5381344776049835,4.734631061553955,879600,0.0,0.0
2010-01-26 00:00:00-02:00,4.64106065799968,4.772058211925959,4.566204912898948,4.706559658050537,1747100,0.0,0.0
2010-01-27 00:00:00-02:00,4.631703665600252,4.80948629093391,4.631703665600252,4.678488731384277,1171900,0.0,0.0
2010-01-28 00:00:00-02:00,4.800129277400699,4.800129277400699,4.603632725962628,4.669131278991699,917600,0.0,0.0
2010-01-29 00:00:00-02:00,4.669131525696793,4.7533444653842585,4.594275777608136,4.6597747802734375,1834800,0.0,0.0
2010-02-01 00:00:00-02:00,4.669131635117011,4.818843580978249,4.650417697656288,4.809486389160156,941100,0.0,0.0
2010-02-02 00:00:00-02:00,4.818842790198991,4.959197521209717,4.818842790198991,4.959197521209717,613800,0.0,0.0
2010-02-03 00:00:00-02:00,4.968554945282235,4.968554945282235,4.856271323577376,4.931127071380615,275800,0.0,0.0
2010-02-04 00:00:00-02:00,4.921769807031174,4.921769807031174,4.6223464012146,4.6223464012146,1669200,0.0,0.0
2010-02-05 00:00:00-02:00,4.444564342498779,4.603633032460493,4.360351401654235,4.444564342498779,916900,0.0,0.0
