Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-02:00,19.415747415805424,19.490244215975313,19.27606613750486,19.392467498779297,4892000,0.0,0
2010-01-05 00:00:00-02:00,19.48558878049412,19.490245829971286,19.15966636285096,19.27606773376465,3828900,0.0,0
2010-01-06 00:00:00-02:00,19.17829181875575,19.57871287288357,19.11310732643619,19.466968536376953,3434000,0.0,0
2010-01-07 00:00:00-02:00,19.32728516611974,19.960508984120384,19.229508429084277,19.350566864013672,2794400,0.0,0
2010-01-08 00:00:00-02:00,19.46230901163318,19.490245980279745,19.15500946109691,19.206226348876953,3116900,0.0,0
2010-01-11 00:00:00-02:00,19.327285528473165,19.504216134147946,19.14569964881883,19.224853515625,3400300,0.0,0
2010-01-12 00:00:00-02:00,19.080509482621707,19.089821803956003,18.805802219762935,18.98273277282715,2076400,0.0,0
2010-01-13 00:00:00-02:00,19.024641055854726,19.094480815321287,18.493851068875124,18.810462951660156,6290800,0.0,0
2010-01-14 00:00:00-02:00,18.740617104296415,18.810458623838198,18.442629936386233,18.507814407348633,3148700,0.0,0
2010-01-15 00:00:00-02:00,18.391416588104004,18.717340781602992,18.349512023566362,18.619564056396484,4581400,0.0,0
2010-01-18 00:00:00-02:00,18.67077672295086,19.168974382698437,18.661466177511752,19.043262481689453,2254000,0.0,0
2010-01-19 00:00:00-02:00,18.85702421146349,19.02464248863734,18.76390274901755,18.936176300048828,3185500,0.0,0
2010-01-20 00:00:00-02:00,18.721993335658496,18.75924262145678,18.354164631047098,18.41469383239746,3038200,0.0,0
2010-01-21 00:00:00-02:00,18.44263026151213,18.857018785201475,17.781469666930118,17.897871017456055,3838400,0.0,0
2010-01-22 00:00:00-02:00,17.76285047108114,18.02824546302777,17.669729016189827,17.93977928161621,4269700,0.0,0
2010-01-26 00:00:00-02:00,17.576606636262667,17.744224891016678,17.343803899358527,17.618511199951172,4427800,0.0,0
2010-01-27 00:00:00-02:00,17.613858241798496,17.832691635472944,17.343806178946245,17.693010330200195,3054300,0.0,0
